sessionId	categorys	items
84915	0,0,0,1,0,0,0	133,132,170,3272,2091,573,1406
84916	0,0	1817,130
84918	5,5	206,207
84922	2,2	1052,45
84924	0,0,0	1878,661,1035
84925	0,0,0,0	3404,128,129,128
84927	0,0	31,46
84928	0,0	3046,31
84929	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3046,31,3046,181,182,512,3242,3205,3242,516,157,3237,1949,3321,155,3564,188
84932	2,2,2,6,6,5	4604,308,2319,452,456,2437
84934	7,2	539,180
84935	4,4,4,4,4	224,739,224,739,224
84936	0,0,0	1522,553,1156
84940	0,0,0,0,0,0	728,156,3471,3210,1406,3210
84946	6,6	3491,3206
84948	5,8	3439,1455
84950	0,0	188,754
84952	2,2	2508,2509
84953	2,2,2,2,2,2	637,4010,1941,1129,637,4184
84955	0,0,0,0,0,0,0,0,5,5,5,5	1219,62,1572,62,715,288,662,3627,3394,806,724,2425
84958	2,2,2	4084,3594,3595
84965	2,2,2	3720,2356,3720
84967	0,0,0,0,0,0,0,0,0,0	3771,2875,3046,397,1417,155,1557,3769,500,648
84974	2,6,0,0,0,0,0,0	291,2028,517,1932,172,2671,1584,26
84981	1,1	3264,3313
84985	1,1,0	1148,2545,3983
84988	5,5,5,5,5,5	4467,3274,5032,3939,3939,3274
84989	2,2	1439,2188
84991	1,1,1,1,1	3272,3273,3272,2581,3527
84994	2,2,2	237,3,264
85000	0,0	74,1423
85001	0,0	2645,681
85003	0,0,0,0	1423,1424,1935,516
85005	6,6,6	1318,4728,4799
85008	2,2	3989,368
85012	0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0	1182,1181,681,1181,3976,1182,408,3600,184,2805,4434,2877,5020,2613,4014,3615
85013	2,2	4702,1209
85015	2,2	1014,851
85020	2,2,2,2,2,2	2602,894,2602,894,2602,897
85021	5,0,0	2605,2725,3343
85033	5,5	3536,2565
85037	2,2,2,2	843,2318,1014,2318
85039	2,5,3,5,2,2	2882,1916,4734,1916,1799,1047
85043	1,2,2,2,2	11,4755,4002,4757,1102
85045	0,0,0	182,181,182
85051	2,2	1622,1623
85055	2,2,2,2	3991,1972,857,2887
85060	2,2	1091,1087
85062	5,8	3389,5288
85066	8,8,8,8,8	3783,215,3783,215,3783
85072	5,5	1838,230
85073	2,2	2175,2174
85075	6,6,6,6	4563,2307,4527,4563
85076	8,8	943,60
85079	0,0	116,785
85080	2,2	2883,1211
85082	0,0	2877,1425
85085	8,8	3898,613
85086	2,2	1825,5003
85088	5,5,5,5	342,724,806,2837
85089	0,0,0,0	2725,3343,659,3343
85095	5,5,5,5	1565,479,5152,939
85098	2,2	1947,258
85099	2,2	895,1643
85100	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	235,1030,442,236,442,507,2548,237,236,286,1030,917,442,286,442,245,54
85101	2,2	2077,266
85103	0,0	73,30
85104	0,0,0,0	3408,188,29,3046
85105	0,0,0,0,0,0,0,0,0,0	73,74,73,74,30,74,3592,73,785,30
85106	2,7,2	180,436,180
85107	2,2	87,220
85109	2,2,2,2,2	5023,4823,5023,4823,5023
85111	0,0	199,3592
85112	5,5	3315,1722
85113	0,2	968,4171
85116	0,0,0	63,1057,63
85117	6,6,6,6,2	1083,1084,1217,1083,189
85119	2,2,2,2	1816,1432,4951,1432
85120	5,5,5,5,5,5,5	1627,1531,1238,2227,1240,1521,1240
85134	5,5,5,5,5,5,5	4082,3332,2334,3331,4082,4082,4891
85141	1,1,1,1,1,1	1496,3986,1496,1928,1927,1921
85142	2,2	1873,1874
85147	5,5	802,4005
85148	0,0	232,399
85150	1,1,1,1	322,581,322,584
85151	2,2,2	855,594,855
85152	8,8,8,8,8	1457,1792,2410,1454,1453
85156	2,6,6,6,6,6,2	366,1317,1320,3790,4769,1318,2460
85157	5,5,5,5	2655,2274,5199,2274
85158	2,2	804,2633
85161	2,6,2	3003,3992,3003
85166	5,5,5,5,5,5	2837,1547,4664,2665,4345,2141
85175	7,7,7,2,4	4698,1626,4698,180,2109
85178	8,8	5075,5042
85183	8,8,8,8,2	365,4138,4113,3195,4025
85185	2,2	19,3921
85191	2,2	2176,2175
85192	2,2,2,2,2,2,2,2,2	587,4751,790,587,790,587,790,588,587
85194	5,5	389,3686
85195	0,12	73,5081
85197	0,0,0	3354,3408,2725
85199	0,0	1237,181
85202	5,5,5	3840,3841,3840
85203	2,2	3793,2226
85207	0,0,0,0,0,0,0,0,0,0,0	3471,3205,3404,512,3390,129,128,170,3404,3242,512
85210	0,0,0	1406,2959,3693
85213	4,4	703,370
85214	8,8,8	687,943,822
85217	2,2,6	173,3060,1317
85218	2,2,2	159,263,4032
85220	0,0	785,73
85221	0,0,0	3321,5224,3473
85222	2,2,2,2,2	4388,2589,4388,2769,1134
85224	6,6,6,6,6,6,6,6,6,6,6,6	2852,2415,2850,2852,2787,2415,2850,589,2852,2415,83,2787
85228	0,0,0	754,3450,1237
85229	1,1,1,1	138,1419,2639,140
85230	1,1	775,2638
85232	4,4	370,1374
85235	5,5	557,1077
85237	0,0,0	3615,4802,1157
85239	2,5,5	1091,1172,1946
85241	1,1	2112,1832
85244	0,0	573,3494
85245	0,0,0,0	1244,1406,1949,3210
85248	0,0,0,0	199,73,199,439
85252	0,0,0,0	1824,977,660,975
85253	2,2	1045,1047
85254	1,1	644,645
85255	2,2	1970,4840
85256	0,0,0,0,0	401,2304,50,126,122
85260	2,2,2	1371,3932,3459
85261	0,0	3722,2598
85264	8,8,8,8,8,8	1559,3860,5215,4959,3548,3353
85265	4,4	1797,2109
85267	5,5	4210,3896
85268	0,0	785,116
85269	2,2,2	3459,4127,4422
85271	5,5	3883,5367
85274	0,0	155,1935
85276	1,1,0,0,0,0	583,522,1850,1035,2646,1035
85280	0,0	641,738
85282	1,1	2382,2593
85283	0,0	234,80
85284	2,2,2,2	2629,45,2643,5356
85290	2,0	744,32
85291	0,0	116,785
85292	0,0,0,0,0	2751,2804,2608,2459,5098
85293	0,0,0,0,0,0,0,0,0	3752,184,1016,184,781,4833,3308,3985,3984
85295	0,0,0,0,0,0	3242,171,3390,3404,3390,128
85296	8,8,8	2079,942,3661
85300	5,5,5,5,5,5,5,5	3168,1745,1746,1745,3168,1459,1745,1746
85302	7,7,7	436,539,3171
85303	4,4,4,4,4,4,4,4,4,4,4,4	881,3975,3733,3732,2127,5378,2132,2186,1948,2187,4191,2187
85305	1,1	2405,4977
85306	0,0,0,0	116,785,188,116
85312	5,5,5	4021,2745,2747
85317	2,2,2,2,2,2	242,1321,285,243,248,2
85319	2,2	18,48
85323	12,7,2,1,1,1,1,1,1,1	1613,4162,1624,3044,1097,1096,149,1096,284,1096
85328	1,1	3314,3263
85339	5,5	479,1565
85341	3,0	4511,3642
85342	2,2,2	4679,3140,1144
85343	6,6,6,6,6,6,6	1007,1410,1008,1410,111,1007,324
85349	0,0,0,0	199,785,30,439
85350	0,0,0,0	439,199,439,116
85356	4,4	703,370
85363	2,2	1158,3361
85373	0,0,0,0	3321,396,463,462
85376	1,1,1,1,1,1,1,1,1,1	2488,3044,1096,3044,1097,149,550,3044,1096,3044
85378	2,2,2	3893,1133,3893
85379	0,0	5279,492
85380	0,0,0,0,0,0	116,188,3592,754,116,188
85381	0,0	188,116
85383	0,0,0,0	462,1393,46,31
85391	5,5	4255,4254
85392	6,6	2028,2054
85393	2,2	249,3
85398	2,2	190,45
85408	8,8	1485,467
85411	4,4	510,998
85415	0,0,0,0	463,29,462,1393
85424	5,5,5	3051,3050,3051
85433	5,5,5,5,5,5,5,5,5,5,5	226,1734,231,4088,3802,2798,3905,378,3474,1837,382
85435	2,2	1235,3815
85442	8,8	4771,4770
85445	2,2,2,0,0,0,2,2,2,2,0,0,2	161,594,311,968,1258,500,2657,2741,636,2085,26,165,3605
85453	1,1,1	2593,582,2908
85454	1,1	149,583
85455	0,0	648,500
85456	1,1,1,1,1,1,1,1	3697,3653,3263,3490,2545,3832,3314,3653
85457	1,1,1,1,1,1,1,1,1	3653,3652,3780,3263,3653,3652,3877,3402,2545
85459	5,5,5	1203,4110,1203
85460	2,2	719,2444
85462	8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8	1542,1543,2223,3398,3377,2931,3378,1542,1544,2931,1543,3378,1543,3378,3398,1542,1543,2931,3378,1542,1543
85466	4,4	3957,4767
85475	4,7,7,2	579,1705,3502,3935
85477	2,2	999,608
85478	2,2,0,2,2,2	3121,3122,124,160,572,2531
85479	6,0,2,2	1976,915,1789,3675
85480	5,5	557,4273
85483	0,0	573,169
85489	2,2,2	235,3,2968
85494	2,2	1251,5190
85496	2,2,2,2	2176,3507,3745,2176
85507	2,2	1149,993
85508	6,6	1905,1301
85514	0,0,0,0,0	31,172,1729,1036,116
85515	2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2	3618,4473,1578,4031,107,145,88,2514,210,2514,4303,2271,3259,3899,5342,263
85524	2,2	1638,697
85527	0,0,0	129,170,3404
85528	0,0	2612,4802
85529	0,0,0,0,0	3210,492,181,52,1237
85531	0,0,0	199,754,439
85532	0,0	682,1573
85533	0,0,0,0,0	682,1982,1848,586,915
85536	2,2,2,2,2,2,2	4013,3365,3298,3361,838,3687,4075
85540	5,5,5,5	3050,3051,3050,3051
85545	2,2,2,2,2,2	3140,1953,4429,3708,3709,3708
85551	4,4	2934,1242
85554	0,0,0	3242,181,3205
85558	2,2	2026,2137
85559	2,2	3276,2137
85566	0,0,0,0	181,182,512,181
85567	1,1	2935,4502
85569	8,4	5177,739
85572	1,1	2993,5245
85573	2,2,2	1656,190,3497
85574	5,5	2267,4481
85579	2,2,5,5,2	852,1726,3391,2974,852
85583	0,0	2091,1406
85589	2,2	220,222
85590	0,0,0,0,0,0,0,0	27,313,1218,2994,287,288,662,289
85596	0,0,0	3348,2423,2899
85605	0,0	74,3592
85606	2,2,2	3465,3467,3639
85607	4,4	534,4535
85608	6,6,0,0,0,2,2,2,2,2,2,2,2,2	3498,4544,315,529,2607,160,161,999,607,849,2552,5135,2553,3085
85610	0,0,0,0	2133,3862,3306,979
85611	0,0,0	682,778,1878
85612	6,6	1410,1007
85613	5,6	2668,1007
85615	6,6	707,86
85621	0,0	3266,401
85628	2,2	729,653
85633	2,2,2	699,702,699
85635	2,2,2,2,2	2887,4948,5052,856,351
85636	0,0	516,26
85637	2,2	749,444
85639	1,1,1	2839,2983,2984
85642	5,5,8,8	1172,1077,1347,2896
85645	0,0	52,1237
85653	0,0,0,0,0,0	157,156,155,3471,3693,1949
85660	1,1,1,1	284,3044,1096,3044
85661	0,0,0,0	73,785,188,199
85662	2,2,2	258,929,258
85663	2,2,2	3944,3943,3944
85666	0,0	3210,492
85667	7,7,7	4108,4108,4108
85669	0,0	543,780
85671	2,2	2462,1725
85672	8,8	1455,907
85674	5,5,5,5,5	1478,1732,2267,1587,1478
85677	1,1,1,1,1,1	151,11,151,2564,3192,11
85682	5,5	1838,1265
85683	4,4	4596,4596
85685	1,1,1,1,1,1,1,1,1,0	137,3272,3271,1147,3264,3527,136,891,3264,3210
85687	2,2	47,366
85690	2,2,2	264,507,1399
85693	2,2,2	1528,22,721
85696	5,5,5	388,100,388
85699	5,5,5	316,317,5227
85700	2,2	252,251
85701	2,2	1939,3708
85705	0,0,0,0,0,0,0,0,0,0,0,0,0	3092,165,1406,156,3210,3376,839,3348,3046,397,841,4876,2250
85706	0,0,0,0,0	785,73,74,73,3592
85707	0,0,0	512,3205,182
85716	4,4,5	271,2706,4943
85717	4,4,4	2724,271,2706
85719	4,4,4,4,4,4,4	2706,3027,269,2724,3027,269,2705
85724	5,5	4855,5034
85725	5,5	3824,1348
85731	0,0,0	3205,3376,156
85734	4,4,4	1724,2802,655
85736	1,1,1,1	3581,214,3581,214
85737	5,1,1	3908,214,3581
85738	1,1,1,1	2383,2921,214,3582
85739	1,1,1,1,1,1,1,1,1,1	2383,2383,103,101,103,3581,2383,628,2383,3581
85742	2,2,2,2,2	1045,1046,1014,2567,851
85743	1,1	3490,3527
85750	0,0	73,785
85754	7,7	3558,4498
85755	2,0,0,0,0,0	1273,1817,130,3205,128,51
85756	0,0	1817,3205
85759	1,1,1,1,1,1,1	4602,2908,214,213,214,213,3287
85760	4,4	3996,2928
85761	5,5,5,5	5032,4982,3845,5032
85763	0,0,0,0,0	661,779,661,1878,661
85770	1,1	3527,3263
85771	2,2	1092,693
85773	8,8	2763,2990
85775	0,0	1647,4109
85778	6,6	327,328
85779	2,2,2	749,1043,1088
85780	8,8	988,1544
85782	5,5,5,5	450,383,2191,226
85783	5,5,5	4980,5161,4980
85784	3,3,3,3	2103,2102,2102,2103
85786	1,1	149,3531
85790	0,0	3722,4028
85792	0,0,0,0,0	122,132,50,133,1424
85802	2,2,2,2	3259,1439,2188,148
85805	2,2,2,2,2,2	3259,1439,3259,2188,148,552
85812	2,2,2,2,2	3182,2567,843,2318,843
85818	0,0,0,0	130,3205,3390,728
85820	4,4	3344,2720
85823	0,0	50,3472
85824	0,0	2214,3673
85827	2,2	3932,2964
85830	4,4	4004,304
85831	5,5	3939,3274
85836	8,8,8	60,59,2207
85844	2,2,2	3511,1726,3511
85848	5,2	1654,1963
85852	0,0	8,120
85854	0,0	130,1817
85858	6,6,6	709,1008,111
85863	5,5,5,5	5153,5084,5079,3424
85864	2,2,2	3326,992,4330
85866	0,0,0,0,0,1,0	182,50,3404,131,3390,2545,492
85867	0,0,0	63,1218,1057
85868	2,2,2,2,2,2	875,3297,1151,2033,2715,1620
85878	5,5,5,5,5	4277,4908,5277,4908,5277
85883	2,2	3387,3708
85886	0,0,0	1817,129,130
85889	2,2,2	1275,1415,4414
85890	0,0,5	169,122,198
85892	5,5	4023,5385
85893	1,1,1	5241,2694,2545
85898	6,6	1905,417
85900	0,0	157,155
85906	1,0	4475,811
85907	1,1	103,2570
85908	8,8,8,8,8,8	118,822,1027,687,2115,687
85913	0,0	4859,1417
85918	2,2	1051,4409
85922	5,5,5,5	1917,230,1917,230
85925	0,0	74,439
85929	2,2,2	3296,2872,1099
85935	5,5	3274,3938
85936	2,2,2	4460,4084,4867
85937	6,6	2279,1435
85939	2,2,2,2,2	3757,3758,3757,3758,3757
85945	1,1	920,4803
85946	2,6,6,6	1532,4739,97,98
85948	2,2	2448,248
85949	0,0	281,2863
85953	2,2,2	2233,2378,2233
85954	10,10,10	3679,2997,4336
85957	0,0	1866,3862
85959	0,0,0,0	573,2091,573,1406
85960	0,0,0,0	396,781,396,781
85962	2,2	1014,1212
85963	6,5	4295,519
85967	8,5	5234,4855
85968	8,8,8,8,8	1456,1792,2086,2302,1456
85969	2,2,2,2,2,2	3016,2967,4890,3129,4317,1901
85972	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2	3029,978,3029,975,1982,660,841,2250,3343,1936,1042,2423,2929,29,974,1423,660,3434,1394,1779,915,426,1886
85978	1,1,1,1,1	2239,995,996,2535,3118
85979	5,5,5	4598,5037,4598
85981	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,5,5,5,5,8,8,8	2488,550,149,550,149,1097,550,1097,550,149,550,149,550,2488,550,1097,550,149,1097,3559,4895,3559,1716,4022,5385,4022,4023,687,943,1025
85987	5,5,5,5	1348,5367,1348,5367
85991	0,0,0,0	3404,128,130,170
85996	5,5,2,5,5,5,5	1819,590,1881,1750,3005,354,1735
86001	2,2	851,2567
86003	8,8,8	4522,2441,2923
86004	0,0	785,116
86006	8,8	60,1027
86008	0,0,0,0	3242,181,182,512
86011	1,1	1274,3190
86015	6,6,6,6,6	3311,3312,86,709,3312
86016	0,0,2	968,1118,2009
86018	7,2	1291,1962
86026	1,1,1,1	3578,3880,3879,3876
86031	2,2	1637,1635
86032	0,0,0,0,0,0,0	130,182,128,3205,3390,182,3390
86041	1,1	3490,3527
86043	0,0,0	127,3494,122
86045	0,0,0	73,116,73
86049	2,2	17,18
86050	4,4,4,4,4	2577,1948,2129,3731,2186
86051	5,5	4037,2494
86053	2,2,2	874,873,4073
86055	0,0,0	660,978,979
86060	4,4	3789,3644
86061	4,4,4	3644,3025,2724
86062	2,2	168,663
86070	2,2	4494,4559
86078	2,2,2	1443,2089,3554
86079	5,5	2210,5030
86080	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2545,3807,2545,3807,2545,3807,2545,3807,3689,3271,3270,3225,2545,3807
86081	2,2	5174,5150
86083	2,2	49,367
86086	4,4,2	2110,2109,1881
86095	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	161,694,769,1596,448,636,631,5120,863,2520,4989,772,638,3830,772,2520
86096	2,2,2	3243,664,663
86098	2,2	148,263
86101	0,0,0,0	74,439,116,785
86102	2,2,2,2	2552,3943,3085,3943
86103	2,2	3943,4627
86106	0,0	290,1982
86111	6,6,6	1905,2483,1904
86112	2,2	1518,3970
86114	0,0	199,199
86118	0,0,0,0,0,0,0,0	979,980,3306,979,3862,979,976,979
86119	0,0	188,785
86120	2,2,2,2	448,636,638,2734
86121	0,0,0,1	1420,1244,2959,3263
86122	8,8,8	2302,1564,1454
86124	3,0	302,131
86126	7,7	4954,1626
86131	1,1	394,395
86132	2,2	3964,564
86139	0,0	492,399
86140	2,2	2657,5182
86141	1,1	214,585
86143	2,2,2,2,2	252,251,311,347,345
86144	0,0,0,0,0,0	3232,3450,3769,3724,3231,3450
86147	2,7,1,1,1,1,1,1,1,1,1,1	3554,526,2239,994,610,4076,1927,1494,4783,3694,1563,1925
86148	5,5	1575,1576
86156	0,0,2	1817,130,4358
86158	5,5	590,1819
86159	1,1	2240,5138
86160	5,5	3028,558
86163	5,5	1076,558
86168	4,4,4,2	4518,3778,4518,1139
86169	2,2,2,2,2,2,2	4948,3177,986,3177,1429,1657,1656
86170	0,3,3,3,0	1245,2384,2918,2917,946
86174	3,3,3,3,3	3816,3822,3816,3901,4068
86175	5,5	590,2728
86176	0,0	73,785
86181	5,5	1372,1264
86182	0,0,0,0	1878,779,682,290
86184	2,2,2,2,2,2,2,2,2,2,2,2,2,2	3709,4508,3709,3017,3709,3708,3709,4508,4429,4508,3017,3080,3017,4508
86185	8,2,2	1455,1593,368
86189	2,2,2	3708,4429,3708
86194	2,2,2	3120,431,3594
86198	0,0	156,492
86200	0,0	1817,130
86201	2,2	1959,909
86202	2,2	1505,1506
86208	0,0	4501,3642
86209	2,2,2,2,2,2,2	254,1554,608,607,1887,253,608
86213	2,2,2	897,899,897
86219	5,5,5	1265,4246,1265
86220	6,6	5328,5327
86222	2,2,2	2228,2463,2228
86223	8,8	2410,1456
86225	1,1,1,1	1889,149,1715,2064
86229	8,8	5215,4657
86230	2,3	3746,4383
86239	4,4	703,370
86241	5,5,2	3332,1278,1823
86243	2,2,2	1507,1953,1506
86248	2,5,2	418,555,3365
86258	6,6	2276,4094
86260	5,5	4428,4506
86264	2,2	1538,1537
86271	2,2,2,2	4426,5298,5298,4426
86272	0,2,2,2,2	785,4552,1094,4048,588
86273	2,2,2,2,2,2,2,2,2,2,2,2,2,2	693,1094,23,24,1087,3043,1380,1123,2146,572,4348,4330,588,1123
86274	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	130,1817,3404,3092,3390,170,128,129,3404,3092,130,128,3390,170,3390,3404,3390,50,119,2971,126
86276	1,1,1,1	138,1852,1853,3285
86286	9,6	4283,4282
86290	2,2	2753,1551
86292	5,5,5,5	1713,741,1686,373
86294	3,3,2,2,2,2	3181,4384,3013,1511,1702,5154
86298	5,5	4610,4345
86300	7,7	2958,2956
86304	1,1,1,1,1,1	994,996,2241,996,2241,609
86306	0,0,0,0,0,0,0	529,192,31,397,31,32,31
86307	0,0,0,0	970,31,714,31
86312	7,7	2394,1086
86314	8,8,8,8	687,1027,687,822
86315	8,8	1544,988
86316	1,1	357,3974
86318	5,5	1266,1621
86320	6,6,6,6,6,6,6,6,6,6,6,6,6,6,6	844,417,1904,1301,417,1905,2045,1301,3478,3447,1905,844,1301,1905,417
86322	6,6,6	327,1408,324
86324	12,7	1611,5389
86325	5,5,5	671,380,3859
86326	5,5,5,11,5,5,5,5	2013,5381,3803,5381,3132,1679,2259,2013
86329	1,0,0,0	2545,3210,399,1850
86331	8,8	2114,2115
86332	1,1	2782,4117
86334	5,5,5,5	4933,4933,4831,4933
86338	5,2,2,2	4440,4796,4989,2137
86340	2,2,2,2,2	1441,1623,1624,1441,1623
86345	5,5,5,5,5,5	1227,2449,1227,2574,1227,2449
86346	1,1	1958,1680
86347	12,12,7	525,4302,2252
86348	0,0,0,0,0,0,0,0	1406,125,3205,3404,3242,128,3404,3242
86352	0,0	116,785
86354	0,0	785,116
86356	0,0,0,0,0,0	785,74,199,785,74,199
86357	5,5,5,5,5,5,5,5,5,5,5,5,5,5,5	2136,339,671,2631,496,1736,383,1076,339,449,2631,2681,2631,2681,2631
86360	0,0,0,0,0,0,0,0	314,3289,31,46,31,182,3242,512
86361	8,8	60,687
86362	0,0,0,0,0	116,785,73,785,73
86365	2,2,2,2,6,6	948,949,667,2371,1320,4728
86370	5,5	1430,3781
86375	0,0	785,188
86380	0,0,0	1647,3139,3628
86385	8,8,8,8	118,1446,2206,2173
86391	0,4	681,510
86392	6,6	2758,2757
86397	2,2,2	3607,5220,4316
86399	5,5,5,5,5,5,5	1076,557,558,379,1679,3526,3057
86401	2,2,2	1275,1414,1415
86403	1,1,1	33,522,33
86405	0,0,0	3404,3205,512
86406	6,6,6	2651,1983,3567
86409	1,1	3667,4260
86419	0,0	573,2091
86426	1,1,1,1,1,1,5	2839,2983,2839,1274,2839,2984,1285
86429	0,0	234,1739
86430	0,0,0	3205,1817,3210
86435	0,0,0	3321,181,182
86439	0,0,0,0,0,3,0,3,3,2,0,1,7,0,0,0,3	946,1257,2960,728,4251,3822,1165,3586,4860,3946,3354,3565,2069,1256,1351,123,3586
86442	1,1,1,1	3434,394,393,3402
86450	0,0,0	1245,10,946
86460	0,0	81,3046
86465	2,2,2,2	235,3,249,243
86466	2,2,2,2,2	3387,5235,3387,2124,4971
86468	0,0	399,232
86469	2,0	1881,31
86475	1,1	3940,4727
86478	0,0	116,30
86479	0,0,0,0	785,116,73,785
86480	0,0,0	785,116,31
86496	5,2	3394,2769
86497	0,0	659,1932
86498	8,8	4712,615
86499	1,1,0,0,0,1,0	322,795,660,1269,3139,3179,979
86500	0,0	30,785
86506	2,2	697,2242
86510	0,0	800,968
86513	2,2,2	3122,1044,3121
86528	2,2	4965,5311
86529	2,2,2,2,2,2	4574,587,1822,587,3220,1822
86530	1,1	2983,2984
86535	5,5,5,5	4550,4549,4550,3461
86540	0,0	972,134
86541	7,7,7,5	5183,2858,3930,1458
86547	8,8	215,2896
86551	5,5	1343,1342
86557	7,7	3672,1625
86561	8,8,8,8,8,8,8	1791,1564,1453,1454,1455,1453,1454
86565	2,2	666,3804
86568	1,1,1,1,1,1,1	3264,3263,3653,2545,3652,3264,3780
86570	2,2	2262,4621
86572	5,5	3845,5164
86573	1,1,1	2571,2570,2951
86577	0,0,0,0,0,0,0,0,0,0	1245,2214,4903,8,946,1483,1245,945,1416,945
86583	8,8,8,8	3961,2079,1800,3661
86584	1,1	2062,102
86585	1,1,1,1	102,101,2062,102
86586	1,1,1,1	2062,102,358,101
86594	0,0,0,1,1,0,1	2396,52,492,3490,3314,3205,3490
86595	1,1	3490,3314
86598	1,1,1,1,1,1	213,627,5228,685,3572,214
86600	5,5	1747,4564
86602	1,5	4942,4037
86606	1,0,0	521,810,2878
86607	2,2,2,2	4936,3867,5051,3359
86611	2,2,2,2,2,2,2	2460,984,1432,986,856,986,637
86622	8,2	687,1885
86625	2,4	507,5077
86628	0,0	188,116
86636	0,0,0,0	188,30,188,754
86638	0,0	188,754
86639	0,0	188,754
86640	1,1,1,0,1,1,1	3527,2545,3490,63,3653,2545,3527
86641	1,1,1,0,0,0	2545,3527,3490,182,3404,181
86644	1,1,1,1	3097,3096,2983,322
86646	0,0,0,0,0,0,0,0,0	182,181,51,1666,172,1584,2754,81,52
86647	0,0,0,0,0,0,0,0,0	52,182,181,3242,172,3242,51,182,3390
86651	8,8	2213,3776
86652	1,1,1,1,1,1	3313,3653,3263,3780,3652,3263
86655	0,0	3564,10
86656	2,2	1528,22
86659	0,0	735,1255
86660	2,2	4772,733
86664	6,6,5,5,5	4061,1364,4008,4270,742
86668	2,5	2176,2728
86670	1,1	11,13
86673	10,6,10	704,705,704
86675	0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,0	1817,3404,3205,3404,1817,3404,171,170,1740,116,136,3527,137,3264,3561,3876,234,169,121,3314,121,2544,3660,1817
86676	1,1	5006,5053
86677	0,0,0	3046,3794,3046
86678	2,2	4084,2461
86682	0,0	188,754
86703	5,5	2352,1469
86707	5,5	602,2837
86708	6,6	5328,5327
86709	2,2,2,2	607,248,242,1177
86710	2,2	309,308
86714	1,1,1	521,1869,4932
86717	4,4,4,4	2724,2706,3025,270
86718	2,2	245,371
86723	4,4,4,4,4	484,4558,3160,2219,3161
86726	5,5	3545,5195
86727	6,6	3217,477
86729	0,0,0	50,1666,134
86732	0,0,0,0,0,0,0,0,0	1677,2481,1555,714,1218,715,1935,3185,3186
86733	2,2,2	693,1092,44
86735	2,2	1440,552
86746	6,6,6,6,6,6,6	4654,4695,2198,2200,4695,4276,4654
86747	2,2,2	619,621,620
86748	2,2,2,2,2	4792,4046,3573,4080,3575
86749	2,1	2390,4670
86753	8,8,8	4725,3352,1559
86758	1,1	1096,3044
86764	3,0,0,0,0,0,0,0,0,0,0,0,0	3822,2875,4224,969,3237,1949,728,2970,3374,2440,1417,3471,3233
86766	2,2	1825,4478
86769	2,2	41,693
86770	8,8	943,943
86773	2,2	263,147
86775	1,1,1,1,1,1,1,1,0,0	1340,736,4360,524,36,35,33,1340,2859,1597
86780	0,0	8,945
86782	1,1,1,1,1,1,1,0,0,1	3490,121,3527,3490,121,3527,136,3404,130,3527
86783	6,6,6,6	417,1905,1904,1905
86789	2,2,2,2,2	1063,19,17,48,367
86793	8,8,8,8	2268,1487,2204,1487
86795	0,0,0,0,0,0,0,0	785,116,785,116,785,116,73,785
86797	8,8,8,8	1544,988,4869,687
86800	4,0,0,0,0	4441,1648,462,463,29
86801	5,5,5,5,5	4253,4254,4256,1684,4256
86805	0,0	188,199
86806	2,2	885,5368
86808	2,2,2	258,1947,258
86813	2,2,2,2,2	3681,1998,3134,2503,1155
86817	2,2	701,4464
86820	8,8,8	292,1347,292
86826	0,0,0	3473,3321,5224
86829	0,0,0,0,0,0,0	3117,3471,2959,157,155,1406,1245
86837	4,4,4	370,703,303
86846	8,8	1454,1453
86851	0,0,0,0,0,0	125,2091,401,1255,1678,126
86853	2,2	1623,1441
86854	3,3,3,3	668,3900,668,3900
86857	2,2,2	1825,3633,4848
86861	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3	171,50,8,1253,127,187,1253,400,401,3266,2091,573,490,169,2304,125,126,1255,50,171,2139,4587
86864	2,2,2,2,2,2,2,2,2,2,2,2	1881,1355,1902,1355,1551,1355,1551,999,1551,1354,1902,1080
86865	6,6	1988,3423
86868	1,1,1	3044,149,1096
86869	2,2	3077,3708
86870	4,4,0	104,104,29
86875	0,0,0,0,0,0	3321,3473,3235,3232,155,1406
86876	2,8,2,7	575,2290,575,3428
86886	6,6,6,6,6	417,1905,417,844,417
86887	10,10,10,10,10,10	3679,2998,2997,2998,2997,5078
86890	6,6	708,708
86892	5,5,5,5	801,4005,802,801
86893	0,1	123,3490
86899	2,2	1093,1094
86904	0,0	31,3931
86906	4,4,4	4319,4320,4036
86907	5,5	1324,1721
86912	0,0,0	74,116,439
86913	2,2	248,3
86914	2,2,2,2	620,459,1275,619
